questionType,asin,answerTime,unixTime,question,answerType,answer
open-ended,B00D9FQAM0,11-Dec-14,1418284800,Can you add the purchased hard drive on the side like the arcade model? My son had the arcade model and the hard drive on the side?,,This unit uses a hardrive configuration that goes in a slot. The hard drive is not on the side like the white xbox 360 models. The harddrive for this model is different than the sidemounted ones
yes/no,B00D9FQ9CQ,2-Jun-14,1401692400,"I keep reading about a monthly fee... if I'm just looking to play games bought from the store, is there a monthly fee involved?",?,"The fee is for the Microsoft service. You can play games without paying for the service. But, you will not get full functionality available on the the xbox (video streaming, etc.)"
yes/no,B00D9FQ9CQ,27-Apr-14,1398582000,do I need an internet connection to use this?,N,No only for updates but not for playing watching movies listing to music you download from a music
yes/no,B00D9FQ9CQ,5-Jan-15,1420444800,Can this play my old Xbox games pre 360?,?,The older model of xbox 360 you can but this one I don't know never tried it
open-ended,B00D9FQ9CQ,19 days ago,,"Is blu-ray drive present with the console? if yes, can I play blu ray movies using this?",,"Unfortunately there is no Blu-ray drive present with the console, so you will not be able to play Blu-ray movies with this particular console."
yes/no,B00D9FQ9CQ,12-Feb-15,1423728000,Is this console compatible with the preconfigured xbox 360 flash drives you plug into the usb port?,?,I would have to a yes maybe since it's also a xbox 360 but do I know for sure no so for now buy it and try it if it's work then it's a yes if not sorry
yes/no,B00D9FQ9CQ,12-Feb-15,1423728000,Can I put in my XBOX 360 slim hard drive?,Y,"Yes, you can use a generic hard drive (with case and correct xbox 360 format) or original hard drive, both are on sale in amazon.com"
yes/no,B00D9FQ9CQ,8-Nov-14,1415433600,if you have an xbox and use it only for games on a disc... do you have to pay the monthly fee for the xbox LIVE?,N,No- that what I do. I don't pay anything
open-ended,B00D9FQ9CQ,28-Sep-14,1411887600,what is the electricity voltage. is it 110v or 220v. Thanks,,110 but it goes into transformer. Don't know transformer output.
open-ended,B00D9FQ9CQ,1-Sep-14,1409554800,do I need internet to play games at home? or I can buy a cd game and play and home without any problem,,"You should be able to play games without internet, simply playing discs you've purchased. But you'd miss out on any updates your system may need."
yes/no,B00D9FQ9CQ,5-Aug-14,1407222000,Is it possible to ship this item to India ?,N,No. Sorry I don't do international shipping.
yes/no,B00DB9JYFY,13-Apr-14,1397372400,Does this have singleplayer?,N,"No, it does not... it's the first that I've ever experienced a game like this - everything you do is online/multiplayer; however, there are the following features that give you the 'single player' experience. 1) Small Squads - the online players make up about 10 of the soldiers that are fighting on the field; there are dozens of 'grunts' and 'spectres' which are part of the program (much easier to kill like in traditional single player modes). They balance it out with the 'live players' so it's a good mix. 2) There is a traditional 'campaign' mode that you can play from start to finish, but again, it's always online and there's always 'live' players mixed in with the computer enemies. 3) The developer rolled out their new enhanced 'match making' algorithm which takes the learning curve frustrations out of the way, i.e. as you get better, they match you with better players and visa versa. There's a 'training' section but that's super basic stuff. The game is just awesome... your pilots are outfitted with special jump kits so, in addition to walking, running, sprinting, etc. you can jump and get these little jet powered boosts... and there's the ability to perform special wall running/jumping moves that changes the shooter landscape completely.. Hope that helps..."
yes/no,B00DB9JYFY,21-May-14,1400655600,Is it possible to send it to Brazil?,?,"It should be, I live in Germany and it made it here."
yes/no,B00DB9JYFY,15-Jun-14,1402815600,Is this and Dead Rising 3 worth an xbox one?,?,"I honestly think so, but I use my Xbox for all the apps and watch my TV thru it as well. I also heard that titanfall 2 will be available for ps4"
yes/no,B00DB9JYFY,22-Apr-14,1398150000,"Does the game support two people with gold memberships playing on the same console, ie splitscreen?",?,"Sorry, no splitscreen."
open-ended,B00DB9JYFY,19-Oct-14,1413702000,How big is the download update for this game if I buy the disc version (Xbox one)?,,Doesn't hardly take any at all. I can't tell you exact amount but since there isn't any campaign it's drastically cut down
yes/no,B00DB9JYFY,16 days ago,,Does anyone play this game online anymore?,?,Barely any people play at all now
yes/no,B00DB9JYFY,24-Apr-15,1429858800,"Do you need a ""chat headset"" and a ""Kinect"" in order to play Titanfall?",N,"No, you definitely do not need either. You will need a headset if you want to talk to other players online. What you do need is a subscription to Xbox Live Gold because this game is 100% online."
open-ended,B00DB9JYFY,26-Apr-14,1398495600,"do titanfall has a competitive/ranked gametype ?? like halo arenas, csgo competitive mode or CoD ranked games ? or is it just normal games like BF4 ?",,"No ranked matches are available at this time. However, there are updates made to the game all the time (they just recently added private matches) and I expect that to be a gamerype added at a future time."
open-ended,B00DB9JYFY,14-Apr-15,1428994800,It states rated for M -- my son is 10 and loves that his friends play this game online with classmates -- how concerned should I be about the content?,,"I'm 18, and I've been playing this game for a while now. In my opinion it does not have really graphic content or strong obscene language, just a fun sci-if game."
yes/no,B00DB9JYFY,29-Aug-14,1409295600,Does this game offer two-person co-op?,N,This game does not offer co-op of any kind. You can only play on Xbox Live together from different consoles.
yes/no,B00DBCAT3W,1-Dec-14,1417420800,Does the hi def make it worth buying,Y,Yes
open-ended,B00DBCAT3W,9-Jan-15,1420790400,"It says ""a new save system"". I loved the save for the original xbox where they had slots &amp; an autosave. Is this version like that or like Fable 2/3?",,"It has three save slots, autosave and you can save to the slots anytime you want."
yes/no,B00DBCAT3W,31-Jan-15,1422691200,do you have to be online to play this game?,N,"No, you do not need to be online. As far as I can tell there's no online element. The only thing going online will do for you is update the game with any bug patches or fixes. It's not necessary to play."
yes/no,B00DBCAT3W,10 days ago,,Did they add an option to play as a female (like in Fable II and III)?,?,"No, it's just a remake of Fable 1."
open-ended,B00DBCAT3W,1-Dec-14,1417420800,Is Fable Anniversary like the original Fable or is it more like Fable: The Lost Chapters?,,"It's a direct port of The Lost Chapters version of the game, only with updated visuals and sound + tweaked controls."
yes/no,B00DBCAT3W,27-Nov-14,1417075200,Did they add the ability to have children in this revamp?,Y,Yes
open-ended,B00DBCAT3W,28-Oct-14,1414479600,"A question - is gameplay for Fable Anniversary similar to games like Oblivion, with first-person perspective and all?",,you don't get to look through eyes just from behind
open-ended,B00DBCAT3W,20-Oct-14,1413788400,"I believe I had read a little while ago that the original Fable game used hands-free gameplay. This game being a remake of that first Fable, is it also a hand's Free game, or would the player be using a controller?",,"The original Fable was not hands free, so this game is not either. That would be cool though!"
open-ended,B00DBCAT3W,10-Sep-14,1410332400,is this just the fist game converted to 360 or a completly new game that takes place after fable 3,,"It's a remastered version of the first game. New graphics, old game."
yes/no,B00DBCAT3W,21-Apr-14,1398063600,does this game have multiplayer mode?,?,Nope
open-ended,B00DBDPOZ4,5-Jan-15,1420444800,How long is the cable?,,"According to the official Xbox website, this product contains the following: ""Contents: Rechargeable Lithium Ion Battery Pack and Charging Cable (9 foot USB to Micro-USB)."" Hope this helps."
open-ended,B00DBDPOZ4,20-Jun-14,1403247600,Anyone know how many mAh this battery is? The Energizer battery is 1200 but I do not see it anywhere on the product description for this one.,,1400MAH
yes/no,B00DBDPOZ4,10-Nov-14,1415606400,Can it charge when Xbox One is turned off?,Y,"Other posters are completely incorrect. It does charge with Xbox off (assuming Xbox is plugged in), just as it advertises."
yes/no,B00DBDPOZ4,4-Nov-14,1415088000,Can the cable connect to -and the battery be charged by- a usb wall charging unit instead of connecting it to the box?,?,"Scott is wrong you can charge this with a wall charger as long as the wall charger puts out enough amps, i.e. my iPad charger allows me to charge it but the smaller iPhone does not. hope this helps. I know you posted this a while ago and you probably already know the answer."
yes/no,B00DBDPOZ4,9-Apr-15,1428562800,does it work for pc ?,?,"It does not, sorry! But you plug it right into your Xbox and can play while charging"
yes/no,B00DBDPOZ4,8-Jan-15,1420704000,Can you use the cable to connect to a windows PC?,Y,Microsoft promised controller support for Windows 8 in late 2014. So keep trying and it will eventually work. http://support.xbox.com/en-US/xbox-one/accessories/controller-pc-compatibility If you can't get it to work try the drivers from the link.
open-ended,B00DBDPOZ4,20-Feb-15,1424419200,how long is the cord,,"Roughly 8 feet. If that's not long enough try monoprice, but it wont have the fancy charging/charged light."
open-ended,B00DBDPOZ4,28-Jan-15,1422432000,"The description claims 30 hours of battery life, but how much did you get out of it before having to charge it?",,Definitely around that amount. I usually charge around once a week and it charges in about 1 to 2 hours.
yes/no,B00DBDPOZ4,1-Oct-14,1412146800,Is this product essentially the same as putting 2 aa rechargeable batteries into the controller and just plugging a micro usb until charged?,N,"No. I'm not sure what kind of rechargeable batteries you have, but I have tried this before with the energizer rechargeable batteries and it doesn't work because you can only charge them with the charger case thing that comes with the batteries. I'm guessing this can be applied to all rechargeable batteries. For some reason the usb charger won't recognize the batteries, and if they do charge it is a lie! Maybe this didn't work for just me, byt it's better if you just buy the battery pack. Much longer battery life."
